"ANIMALID","DATE","LONGITUDE","LATITUDE","ARGOSCLASS"
"M-130","2017-06-18 19:29:28.000","72.93235","3.54066","1"
"M-130","2017-06-18 19:46:49.000","72.92624","3.53343","3"
"M-130","2017-06-18 19:47:13.000","72.92779","3.53941","1"
"M-130","2017-06-18 21:34:37.000","72.94224","3.54202","0"
"M-130","2017-06-19 19:27:38.000","72.92734","3.52811","3"
"M-130","2017-06-19 19:29:35.000","72.92449","3.52196","2"
"M-130","2017-06-19 20:25:11.000","72.95213","3.53534","0"
"M-130","2017-06-21 04:39:40.000","72.79311","3.47555","2"
"M-130","2017-06-21 05:19:39.000","72.79976","3.49604","B"
"M-130","2017-06-21 19:36:55.000","72.94434","3.54274","B"
"M-130","2017-06-21 22:03:52.000","72.84025","3.46351","3"
"M-130","2017-06-26 20:27:19.000","72.8638","3.50898","3"
"M-130","2017-06-26 21:19:01.000","72.86496","3.51008","B"
"M-130","2017-06-27 19:22:42.000","72.9085","3.50665","3"
"M-130","2017-06-27 21:02:45.000","72.91266","3.50806","B"
"M-130","2017-06-27 21:42:23.000","72.94165","3.5376","2"
"M-130","2017-06-28 21:27:54.000","72.91824","3.54091","1"
"M-130","2017-06-28 22:17:39.000","72.86172","3.47489","B"
"M-130","2017-06-29 19:18:54.000","72.87976","3.54734","B"
"M-130","2017-06-30 18:19:51.000","72.87841","3.57737","B"
"M-130","2017-06-30 19:00:15.000","72.88322","3.58364","B"
"M-130","2017-06-30 19:48:03.000","72.92198","3.61198","0"
"M-130","2017-07-01 18:57:54.000","72.91445","3.51019","2"
"M-130","2017-07-01 19:27:55.000","72.91776","3.50524","A"
"M-130","2017-07-02 19:00:52.000","72.91812","3.50266","B"
"M-130","2017-07-03 02:22:19.000","72.89107","3.49131","2"
"M-130","2017-07-03 21:18:04.000","72.88844","3.46717","B"
"M-130","2017-07-03 23:04:42.000","72.89228","3.48118","B"
"M-130","2017-07-04 02:10:33.000","72.87585","3.51159","1"
"M-130","2017-07-05 14:46:59.000","72.72135","3.52085","1"
"M-130","2017-07-06 03:27:15.000","72.88911","3.52334","0"
"M-130","2017-07-09 19:25:26.000","72.90438","3.5268","A"
"M-130","2017-07-11 19:11:27.000","72.9741","3.68828","B"
"M-130","2017-07-12 20:04:55.000","72.92669","3.52627","3"
"M-130","2017-07-13 19:55:29.000","72.93998","3.54849","1"
"M-130","2017-07-14 20:58:38.000","72.93303","3.53727","3"
"M-130","2017-07-15 19:25:11.000","72.99581","3.70788","B"
"M-130","2017-07-15 20:39:14.000","72.93078","3.5666","2"
"M-130","2017-07-16 19:22:38.000","72.9827","3.63276","1"
"M-130","2017-07-20 17:55:41.000","72.96994","3.7134","B"
"M-130","2017-07-20 17:55:41.000","72.96994","3.7134","B"
"M-130","2017-07-20 18:09:00.000","72.83454","3.86063","B"
"M-130","2017-07-28 21:02:32.000","74.35124","3.82318","B"
"M-130","2017-08-04 22:04:58.000","79.42712","3.25127","0"
"M-130","2017-08-04 22:04:58.000","79.42712","3.25127","0"
"M-130","2017-08-05 07:41:39.000","79.41879","3.22159","B"
"M-130","2017-08-05 19:59:30.000","79.29621","3.25656","A"
"M-130","2017-08-05 20:28:50.000","79.30667","3.24446","A"
"M-130","2017-08-08 17:58:18.000","79.39822","2.85701","B"
"M-130","2017-08-08 19:53:18.000","79.34732","2.72625","B"
"M-130","2017-08-08 20:36:10.000","79.26145","2.71987","B"
"M-130","2017-08-08 21:30:02.000","79.22342","2.68976","B"
"M-130","2017-08-09 21:08:39.000","79.14505","2.61965","A"
"M-130","2017-08-09 21:54:56.000","79.13291","2.60533","B"
"M-130","2017-08-11 19:03:34.000","78.22032","2.10864","B"
"M-130","2017-08-11 19:15:56.000","78.61918","2.15132","A"
"M-130","2017-08-12 06:39:28.000","78.29852","1.96781","B"
"M-130","2017-08-12 09:50:06.000","78.48748","2.05549","B"
"M-130","2017-08-12 14:16:04.000","78.71775","1.99086","B"
"M-130","2017-09-04 03:42:36.000","77.63565","3.04823","1"
"M-130","2017-09-04 03:42:36.000","77.63565","3.04823","1"
"M-130","2017-09-09 21:14:45.000","77.98614","4.86053","1"
"M-130","2017-09-11 20:33:04.000","77.1428","5.21531","0"
"M-130","2017-09-11 21:26:34.000","77.14453","5.21682","B"
"M-130","2017-09-25 18:34:18.000","73.713","4.44979","0"
"M-130","2017-09-25 18:34:18.000","73.713","4.44979","0"
"M-130","2017-09-26 22:03:36.000","73.71825","4.40812","A"
"M-150","2017-11-25 22:45:00.000","73.3513333","2.39688333","3"
"M-150","2017-11-26 04:30:09.000","73.33594","2.36438","A"
"M-150","2017-11-26 08:14:53.000","73.35525","2.38997","A"
"M-150","2017-11-26 09:15:51.000","73.3404","2.38632","B"
"M-150","2017-11-26 09:17:45.000","73.36432","2.39945","3"
"M-150","2017-11-26 09:55:09.000","73.35163","2.39722","B"
"M-150","2017-11-30 03:53:54.000","73.10082","2.42719","1"
"M-150","2017-12-01 03:35:23.000","73.15883","2.41712","0"
"M-150","2017-12-01 05:37:23.000","73.1655","2.38033","B"
"M-150","2017-12-05 17:49:28.000","73.40427","2.1135","A"
"M-150","2017-12-07 20:31:29.000","74.83724","1.04854","0"
"M-150","2017-12-07 21:26:50.000","74.83891","1.03924","B"
"M-150","2017-12-07 22:09:22.000","74.89192","1.0534","2"
"M-150","2017-12-12 03:11:42.000","77.1332","-0.77953","0"
"M-150","2017-12-12 19:21:13.000","77.57332","-0.79082","B"
"M-150","2017-12-12 20:24:06.000","77.65301","-0.84888","B"
