species,common_name,date_time,lon,lat
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,66.586933,-4.0503
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,79.151,0.989233
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,81.419167,0.469567
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,80.486333,0.435933
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,79.486233,2.1006
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,79.486233,2.1006
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,79.117467,1.5533
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,62.4024,5.0503
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,62.4024,5.0503
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,64.016767,-4.9557
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,67.888633,-3.620467
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.7545,-0.7545
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,55.7042,0.234733
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,47.586933,-2.4024
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,47.586933,-2.4024
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,47.586933,-2.4024
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,45.788133,-3.620467
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,47.167767,-3
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,47.167767,-3
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,47.167767,-3
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,47.838333,-1.318667
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,48.938933,-0.3018
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.3521,11.838433
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,59.7042,8
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,65.436033,-3.972467
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,71.419167,-5.218067
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,64.067167,-6.0001
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,61.9558,-11.737833
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,61.419167,-12
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.788083,-11.95575
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,61.067167,-11.788033
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.20125,-13.8552
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,54.486283,-27.871907
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.067157,-21.016847
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.067157,-21.016847
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.570067,-15.503
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.570067,-15.503
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,61.335393,-19.25158
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,61.335393,-19.25158
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,61.335393,-19.25158
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,61.335393,-19.25158
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,61.335393,-19.25158
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.217967,-21.0504
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,47.721067,-3.486283
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,53.871887,-6.285133
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,55.067117,-3.285103
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,55.067117,-3.285103
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,55.217987,-2.586913
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,53,-4.117367
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,47.3019,-3.05036
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,46.033533,-2.720987
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,43.268337,-2.90544
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,46.90545,2.536583
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,51.25155,1.871907
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,51.90549,0.85513
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,51.90549,0.85513
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,51.654,0.90545
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,51.95578,2.385703
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,51.95578,2.385703
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,51.85515,4.268267
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,49.2516,0.6036
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,50.3521,-0.6539
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,44.586833,-26.45278
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.033533,0.435933
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.318647,-25.486303
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.167767,-0.335333
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,41.6037,-27.285033
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,54.670767,-27.972567
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.838333,-23.888633
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.4024,-24.318667
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.419267,-24.436033
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,61.033533,-24.687433
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,36.385723,-23.10069
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,39,-17.55333
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,36.3521,-21.117367
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,39.737753,-17.10066
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,52.6539,3.486333
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,66.151,4.151
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,67.1509,0.888633
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,67.151,1.8048
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,67.151,1.8048
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,59.7043,15.419167
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,59.7043,15.419167
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,58.938933,15.184533
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,58.938933,15.184533
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.888733,15.184533
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,55.419267,15.2515
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,55.4024,15.184533
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,55.4024,15.184533
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,54.067167,14.134133
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,55.888633,14.285133
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.117467,13.167767
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.4024,-10.184533
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.3522,-9.821567
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,61.570067,-10.2515
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,61.419167,-10.234733
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.771367,-10.3019
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,63.268287,3.85512
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,66.922177,1.938983
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,68.20121,1.40241
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,68.20121,1.40241
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,62.15096,-11.285133
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,62.15096,-11.285133
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,62.15096,-11.285133
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,62.15096,-11.285133
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,62.15096,-11.285133
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,62.15096,-11.285133
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,62.15096,-11.285133
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,62.15096,-11.285133
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,62.15096,-11.285133
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,62.335333,-10.888733
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,62.335333,-10.888733
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,62.335333,-10.888733
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,62.335333,-11.117367
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,62.335333,-10.871967
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,62.285033,-10.821567
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,62.45275,-11.134133
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,62.2516,-11.033633
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.50305,-10.436013
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.519787,-10.419187
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,61.85517,-10.536583
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.771327,-10.20123
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,59.687513,-9.620387
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.821637,-20.15094
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.335393,-20.2012
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,61.838333,-19.7042
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.435993,-22.80485
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.435993,-22.80485
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.033583,-18.268267
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.033583,-18.268267
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.938933,-19.218017
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.938933,-19.218017
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.938933,-19.218017
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.938933,-19.218017
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.938933,-19.218017
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.938933,-19.218017
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.938933,-19.218017
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,51.7042,14.8552
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,48.821567,11.972467
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,47.335333,12.268267
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,48.2516,11.3019
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.821567,-3.3018
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.7042,-3.134233
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.7042,-3.134233
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.7042,-3.134233
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.7042,-3.134233
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.838333,-3.067167
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.721067,-3.167767
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.721067,-3.167767
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.7043,-3.3019
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.7545,-3.385633
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.7545,-3.385633
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.7545,-3.385633
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.788133,-3.4527
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.788133,-3.4527
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.788133,-3.4527
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.788133,-3.4527
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.788133,-3.4527
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.838333,-2.9055
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.838333,-2.9055
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.771367,-3.419167
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.771367,-3.419167
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.838333,-3.586933
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,54.721067,-0.083833
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,50.285133,1.469467
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,50.586933,0.4024
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,50.586933,0.4024
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,51.3521,1.3019
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,52.20125,-26.55333
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,52.20125,-26.55333
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.234833,-0.45275
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.234833,-0.45275
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.033583,-3.536583
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,61.217967,-3.067067
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,59.9055,-2.167667
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.05032,-2.15092
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.05032,-2.15092
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.05032,-2.15092
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.0504,-1.167667
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.40245,-2.15095
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.40245,-2.15095
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,59.117467,-1.788033
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,58.285033,0.1509
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.184493,1.486283
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.184493,1.486283
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.067167,0.788083
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.067167,0.788083
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.033533,0.503
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.033533,0.469467
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.033533,0.469467
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.033533,0.469467
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.033533,0.469467
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,54.469517,1.620467
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,54.469517,1.620467
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,54.469517,1.620467
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,52.922227,0.05031
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,55.922187,0.385713
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.838333,-0.067147
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.838333,-0.067147
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.838333,-0.067147
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.838333,-0.067147
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.234813,-1.486283
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,59.067147,-1.30181
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,59.821597,-3.20123
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.234833,-4.419167
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.75455,-6.20125
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,61.268287,-11.938963
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.586833,-4.318567
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,44.888633,-4.888633
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,47.9557,-1.3522
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,52.721067,-0.938933
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,41.469567,-19.083933
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,41.6037,-20.2013
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,41.6037,-20.2013
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,42.586933,-20.285033
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,43.4024,-23.5534
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,43.184533,-21.268267
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,42.838333,-21.6539
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,46.519767,-14.637133
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,45.1509,-14.687533
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,45.1509,-14.687533
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,42.771267,-15.368867
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,47,-14.3521
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,58.838333,-8.9557
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,59.4527,-8.687433
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,59.4527,-8.687433
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,59.6539,-9.871967
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.469567,-10.503
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.469567,-10.503
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.7042,-10.5533
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,50.0504,-2.95572
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,48.45277,-4.670707
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,47.60363,-5.570117
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,48.117417,-5.067137
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,47.134153,-5.35211
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,47.134153,-5.35211
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,49.30188,-3.95572
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,49.419187,-3.838383
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,50.536603,-2.45277
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,50.536603,-2.45277
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,51.989243,-1.033543
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,36,-25.586843
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,36.184453,-25.35215
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,36.184453,-25.35215
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,36.184453,-25.35215
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,36.184453,-25.35215
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,36.184453,-25.35215
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.50305,-25.2012
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.687443,-25.435993
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.50308,-25.536533
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.50308,-25.536533
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.7042,-25.385733
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.7042,-25.385733
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.586853,-25.234813
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.586853,-25.234813
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.586853,-25.234813
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.4024,-25.637213
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.670687,-25.234813
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.737743,-25.218057
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.737743,-25.218057
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.737743,-25.218057
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.737743,-25.218057
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.788063,-25.620437
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.0503,-25.938963
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,34.871867,-26.268317
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,34.55338,-26.083853
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,34.234753,-26.30182
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.0503,-18.972497
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.519767,-17.5534
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,36.989233,-21.167767
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,36.989233,-21.167767
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,37.1509,-21.771317
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.922227,-23.117467
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,35.922227,-23.117467
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,36.586843,-23.6539
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,36.586843,-23.6539
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,36.335373,-24.218007
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,36.335373,-24.218007
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,36.419217,-21.083883
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,36.419217,-21.083883
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.989233,-15.00005
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.989233,-15.00005
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.989233,-15.00005
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.721057,-13.15095
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.721057,-13.15095
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.721037,-12.016787
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.721037,-12.016787
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.721037,-12.016787
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,59.167667,6.8552
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,59.771267,6.134133
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.536533,5.5534
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.536533,5.5534
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.0504,6.3522
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,57.0504,6.3522
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,61.1006,0.871867
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,55.721067,0.335333
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,55.6539,0.318567
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,55.821567,0.368867
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.067167,0.268267
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,59.419167,-2.65395
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,59.938933,-8.938933
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.067167,-9.687533
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60,-9
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.067167,-9.318667
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,60.3522,-11.0001
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,58.7043,5.670667
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,58.3019,6.2012
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.234833,4.8048
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.234833,4.8048
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,56.234833,4.8048
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,103.2515,-11.821567
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,101.368917,-13.1006
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,101.368917,-13.1006
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,36.285133,-22.7043
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,55.35211,-7.318617
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,62.335333,17.016767
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,65.586933,15.5533
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,64,20.318667
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,64.40241,22.570097
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,64.40241,22.570097
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,64.0503,22.318667
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,62,-0.45
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.46,-20.3
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,41.84,-17.67
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.16,-22.67
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,40.99,-22.8
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,55.2202,0.1392
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,54.82,-3.42
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,54.53,-3.63
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,53.25,-4.78
Carcharhinus longimanus,Oceanic Whitetip Shark,2023-11-25T11:51:00Z,35.947054,23.583976
Carcharhinus longimanus,Oceanic Whitetip Shark,2023-11-25T12:17:00Z,35.920294,23.439226
Carcharhinus longimanus,Oceanic Whitetip Shark,2023-11-25T11:50:00Z,35.962281,23.435176
Carcharhinus longimanus,Oceanic Whitetip Shark,2023-11-25T12:06:00Z,35.808014,23.506303
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,38.467429,20.060235
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,53.267271,12.410531
Carcharhinus longimanus,Oceanic Whitetip Shark,2022-10-31T06:12:00Z,35.816482,24.862623
Carcharhinus longimanus,Oceanic Whitetip Shark,2022-11-21T20:50:00Z,35.286605,25.086751
Carcharhinus longimanus,Oceanic Whitetip Shark,2021-10-05T16:41:00Z,34.867939,26.399893
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,34.875617,25.267879
Carcharhinus longimanus,Oceanic Whitetip Shark,2021-09-21T16:37:00Z,35.971492,24.90123
Carcharhinus longimanus,Oceanic Whitetip Shark,2022-11-17T07:00:00Z,34.939784,25.383489
Carcharhinus longimanus,Oceanic Whitetip Shark,2022-11-07T09:57:00Z,35.9985,24.869647
Carcharhinus longimanus,Oceanic Whitetip Shark,2022-11-06T06:50:00Z,35.977962,24.94228
Carcharhinus longimanus,Oceanic Whitetip Shark,2022-11-07T09:52:00Z,35.825003,24.890901
Carcharhinus longimanus,Oceanic Whitetip Shark,2022-11-06T10:24:00Z,35.895192,24.816575
Carcharhinus longimanus,Oceanic Whitetip Shark,2022-11-07T09:57:00Z,35.853498,24.879595
Carcharhinus longimanus,Oceanic Whitetip Shark,NA,34.863439,25.308377
Carcharhinus longimanus,Oceanic Whitetip Shark,2019-12-03T09:59:00Z,35.225381,25.024556
