pa,lon,lat,bathymetry,current_velocity,mixed_layer_depth,temperature,test_train
1,71.385633,-7.385683,-322.77777099609375,0.04724721610546112,19.10181427001953,28.143884658813477,train
1,72.067167,-6.670667,-21.27777862548828,0.047471459954977036,16.705123901367188,28.358566284179688,train
1,72.067167,-6.670667,-21.27777862548828,0.047471459954977036,16.705123901367188,28.358566284179688,train
1,72.067167,-6.670667,-21.27777862548828,0.047471459954977036,16.705123901367188,28.358566284179688,test
1,72.067167,-6.670667,-21.27777862548828,0.047471459954977036,16.705123901367188,28.358566284179688,train
1,72.570067,-6.4024,-954.8055419921875,0.06160370260477066,16.16139030456543,28.34124755859375,test
1,72.570067,-6.4024,-954.8055419921875,0.06160370260477066,16.16139030456543,28.34124755859375,test
1,72.586933,-6.318567,-659.25,0.07812622934579849,15.469218254089355,28.36408805847168,train
1,72.586933,-6.318567,-659.25,0.07812622934579849,15.469218254089355,28.36408805847168,train
1,47.469467,-5.8048,-4760.08349609375,0.08747231960296631,23.573575973510742,27.792720794677734,train
1,48.6037,-2.972467,-4964.111328125,0.10889820009469986,17.399723052978516,27.68894386291504,train
1,48.6037,-2.972467,-4964.111328125,0.10889820009469986,17.399723052978516,27.68894386291504,test
1,48.6037,-2.972467,-4964.111328125,0.10889820009469986,17.399723052978516,27.68894386291504,train
1,57.620417,9.788033,-2841.583251953125,0.03129805997014046,28.29261016845703,27.479394912719727,train
1,57.620417,9.788033,-2841.583251953125,0.03129805997014046,28.29261016845703,27.479394912719727,train
1,65.10064,3.10064,-2464.361083984375,0.09478765726089478,19.30052947998047,29.218730926513672,train
1,56.05031,1.788033,-4865.22216796875,0.1194450631737709,19.49329948425293,28.503583908081055,test
1,52.972527,1.1509,-5108.6943359375,0.07403280586004257,17.805112838745117,27.92131805419922,test
1,52.972527,1.1509,-5108.6943359375,0.07403280586004257,17.805112838745117,27.92131805419922,train
1,52.972527,1.1509,-5108.6943359375,0.07403280586004257,17.805112838745117,27.92131805419922,train
1,55.033543,7.25158,-5188.861328125,0.1868465095758438,23.672758102416992,27.363452911376953,train
1,56.033533,0.419167,-299.52777099609375,0.1438552588224411,18.77388572692871,28.521453857421875,train
1,62.536573,4.234813,-2640.72216796875,0.024202985689044,20.845685958862305,29.02223014831543,train
1,66.218017,6.335383,-4911.52783203125,0.034531526267528534,21.570695877075195,29.04556655883789,train
1,59.385653,5.871877,-3593.5,0.027955036610364914,24.25921058654785,28.519155502319336,train
1,59.385653,5.871877,-3593.5,0.027955036610364914,24.25921058654785,28.519155502319336,train
1,55.637203,6.167727,-4774.5,0.06953857839107513,22.275739669799805,27.625734329223633,train
1,55.838383,5.167747,-4919.388671875,0.03728669881820679,21.984373092651367,27.877614974975586,train
1,54.60368,4.8048,-5073.83349609375,0.10571678727865219,21.67460823059082,27.71544647216797,train
1,55.00005,0.368907,-4700.25,0.1273544579744339,18.20454978942871,28.358516693115234,train
1,56.335333,0.419167,-4530.5556640625,0.14655819535255432,18.728322982788086,28.582500457763672,train
1,56.016837,0.268337,-3817.6943359375,0.14220139384269714,18.576282501220703,28.533964157104492,train
1,56.20127,0.419247,-4454.25,0.14577148854732513,18.72429656982422,28.565961837768555,train
1,56.20127,0.419247,-4454.25,0.14577148854732513,18.72429656982422,28.565961837768555,train
1,56.20127,0.419247,-4454.25,0.14577148854732513,18.72429656982422,28.565961837768555,train
1,56.25153,0.503,-4536.1943359375,0.14621733129024506,18.791587829589844,28.567607879638672,train
1,43.469567,-28.503,-3938.611083984375,0.022988487035036087,28.361928939819336,24.068359375,train
1,41.184533,-27.5534,-4498.4443359375,0.16545820236206055,28.433767318725586,24.506683349609375,test
1,41.335333,-27.385733,-4451.888671875,0.17485402524471283,27.871301651000977,24.565711975097656,train
1,53.419267,-25.972567,-5279.22216796875,0.06285293400287628,31.119659423828125,24.37916374206543,train
1,61.888633,-24.5534,-4457.1943359375,0.05232413485646248,35.4571418762207,24.256616592407227,test
1,60.536533,-11.570167,-2388.583251953125,0.17662081122398376,25.82723045349121,27.22520637512207,train
1,60.1006,-11.737833,-3065.583251953125,0.19132176041603088,26.235511779785156,27.18862533569336,train
1,56.536533,-11.821567,-4140.83349609375,0.218205526471138,25.388763427734375,27.136598587036133,test
1,56.536533,-11.821567,-4140.83349609375,0.218205526471138,25.388763427734375,27.136598587036133,train
1,56.033533,-11.687433,-4177.02783203125,0.20690280199050903,25.171463012695312,27.139263153076172,train
1,55.536533,-11.469567,-4098.97216796875,0.20172961056232452,25.195953369140625,27.176921844482422,train
1,55.536533,-11.469567,-4098.97216796875,0.20172961056232452,25.195953369140625,27.176921844482422,train
1,55.9557,-11.134233,-4228.41650390625,0.18434001505374908,24.480924606323242,27.2381534576416,train
1,96.670677,-7.117387,-5294.27783203125,0.0889313668012619,24.31948471069336,28.461708068847656,test
1,94.771367,-0.167717,-4535.138671875,0.0792326107621193,21.951108932495117,29.402971267700195,train
1,94.385633,0.922167,-4334.638671875,0.06044091284275055,20.19223976135254,29.38208770751953,train
1,90.218047,-0.268357,-3347.638916015625,0.05267126113176346,24.991514205932617,29.340755462646484,train
1,86.067167,2.586833,-4355.33349609375,0.04012838751077652,23.950979232788086,29.09510612487793,test
1,90.888673,4.670667,-3202.583251953125,0.024048026651144028,19.758056640625,29.004520416259766,train
1,92.20128,5.670667,-4152.83349609375,0.09689580649137497,18.890657424926758,28.94646644592285,train
1,91.016767,5.436033,-3708.02783203125,0.06427763402462006,20.117666244506836,28.94013214111328,test
1,91.016767,5.436033,-3708.02783203125,0.06427763402462006,20.117666244506836,28.94013214111328,train
1,91.016767,5.436033,-3708.02783203125,0.06427763402462006,20.117666244506836,28.94013214111328,train
1,91.25155,5.40248,-3613.4443359375,0.06394534558057785,19.851512908935547,28.941953659057617,train
1,86.0503,6.016787,-3922.77783203125,0.015908339992165565,21.59426498413086,28.771350860595703,train
1,86.0503,6.016787,-3922.77783203125,0.015908339992165565,21.59426498413086,28.771350860595703,train
1,86.0503,6.016787,-3922.77783203125,0.015908339992165565,21.59426498413086,28.771350860595703,train
1,86.0503,6.016787,-3922.77783203125,0.015908339992165565,21.59426498413086,28.771350860595703,train
1,86.0503,6.016787,-3922.77783203125,0.015908339992165565,21.59426498413086,28.771350860595703,train
1,86.0503,6.016787,-3922.77783203125,0.015908339992165565,21.59426498413086,28.771350860595703,train
1,89.335393,7.989243,-3567.861083984375,0.044438350945711136,21.532270431518555,28.752620697021484,train
1,90.620387,7.318647,-3036.416748046875,0.0023468472063541412,21.557382583618164,28.778614044189453,train
1,92.067107,6.788093,-4309.861328125,0.049947340041399,20.06954574584961,28.831472396850586,train
1,92.435973,0.05033,-4504.97216796875,0.0702492743730545,23.774803161621094,29.373334884643555,train
1,87.989263,0.20122,-4477.66650390625,0.056065164506435394,26.077444076538086,29.323280334472656,train
1,87.989263,0.20122,-4477.66650390625,0.056065164506435394,26.077444076538086,29.323280334472656,test
1,87.989263,0.20122,-4477.66650390625,0.056065164506435394,26.077444076538086,29.323280334472656,train
1,80.1007,3.3018,-4373.111328125,0.01919737085700035,21.323434829711914,28.863658905029297,test
1,82.335413,5.55336,-4099.72216796875,0.06564792990684509,20.000398635864258,28.635543823242188,train
1,82.335413,5.55336,-4099.72216796875,0.06564792990684509,20.000398635864258,28.635543823242188,train
1,82.335413,5.55336,-4099.72216796875,0.06564792990684509,20.000398635864258,28.635543823242188,train
1,82.335413,5.55336,-4099.72216796875,0.06564792990684509,20.000398635864258,28.635543823242188,test
1,82.335413,5.55336,-4099.72216796875,0.06564792990684509,20.000398635864258,28.635543823242188,train
1,82.335413,5.55336,-4099.72216796875,0.06564792990684509,20.000398635864258,28.635543823242188,train
1,82.335413,5.55336,-4099.72216796875,0.06564792990684509,20.000398635864258,28.635543823242188,train
1,82.335413,5.55336,-4099.72216796875,0.06564792990684509,20.000398635864258,28.635543823242188,train
1,87.1509,5.134133,-3997.9443359375,0.020356634631752968,22.475780487060547,28.87397575378418,train
1,60.536583,11.318667,-4452.638671875,0.04192299395799637,29.68099021911621,27.540800094604492,train
1,60.536583,11.318667,-4452.638671875,0.04192299395799637,29.68099021911621,27.540800094604492,train
1,60.536583,11.318667,-4452.638671875,0.04192299395799637,29.68099021911621,27.540800094604492,test
1,60.536583,11.318667,-4452.638671875,0.04192299395799637,29.68099021911621,27.540800094604492,train
1,93.486333,4.9054,-1099.4444580078125,0.023299191147089005,16.876733779907227,29.110658645629883,train
1,93.95578,5.670687,-1013.25,0.1291051208972931,16.595226287841797,29.127450942993164,train
1,93.95578,5.670687,-1013.25,0.1291051208972931,16.595226287841797,29.127450942993164,train
1,90.033553,8.033573,-3216.25,0.021480008959770203,21.626148223876953,28.747419357299805,train
1,51.1006,-2.721017,-5062.111328125,0.04837610200047493,17.85629653930664,27.9560489654541,test
1,51.0504,-3.4527,-5212.66650390625,0.12100234627723694,19.08894920349121,27.94057846069336,test
1,72.35212,9.419227,-1999.111083984375,0.07301332801580429,18.763235092163086,28.908342361450195,test
1,73,7.8552,-1684.97216796875,0.07193892449140549,17.597660064697266,28.91443634033203,train
1,74.9054,0.083883,-4219.6943359375,0.11128494888544083,21.057167053222656,29.307727813720703,train
1,74.067167,-3.519767,-5025.08349609375,0.16661764681339264,17.300928115844727,28.9863338470459,test
1,64.788103,3.720967,-3588.861083984375,0.08502531796693802,19.654394149780273,29.186235427856445,train
1,65.067087,-8.20127,-3932.8056640625,0.12421466410160065,21.807357788085938,28.061553955078125,train
1,56.871867,1.888633,-4672.02783203125,0.11882218718528748,19.78524398803711,28.620222091674805,train
1,57.838333,3.687433,-4984.6943359375,0.06968856602907181,21.482440948486328,28.579376220703125,train
1,57.335333,4.687533,-4166.41650390625,0.06267581135034561,22.626964569091797,28.3435001373291,train
1,57.586833,4.486333,-4161.25,0.0625092089176178,22.420631408691406,28.4267578125,train
1,57.184533,4.134233,-5067.52783203125,0.06586125493049622,21.914644241333008,28.387258529663086,train
1,55.1509,5.0001,-5037.83349609375,0.07153670489788055,21.673681259155273,27.77510643005371,train
1,55.570067,5.2013,-4442.611328125,0.05395522713661194,21.887964248657227,27.804481506347656,train
1,55.285133,5.2012,-4936.47216796875,0.07455693930387497,21.823060989379883,27.74571990966797,train
1,55.469467,5.3522,-5294.5,0.06442058831453323,21.898176193237305,27.757343292236328,train
1,55.469467,5.3522,-5294.5,0.06442058831453323,21.898176193237305,27.757343292236328,train
1,55.469467,5.3522,-5294.5,0.06442058831453323,21.898176193237305,27.757343292236328,test
1,56.0504,6.436033,-4480.97216796875,0.014602821320295334,22.721834182739258,27.669191360473633,train
1,55.536533,6.5534,-4964,0.09384924918413162,22.538049697875977,27.546506881713867,train
1,54.888633,6.9055,-4432.97216796875,0.17901156842708588,23.812044143676758,27.424219131469727,train
1,54.888633,6.9055,-4432.97216796875,0.17901156842708588,23.812044143676758,27.424219131469727,train
1,54.888633,6.9055,-4432.97216796875,0.17901156842708588,23.812044143676758,27.424219131469727,test
1,54.888733,7.083933,-5213.9443359375,0.18708603084087372,23.876245498657227,27.390451431274414,train
1,54.888733,7.083933,-5213.9443359375,0.18708603084087372,23.876245498657227,27.390451431274414,train
1,54.888733,7.083933,-5213.9443359375,0.18708603084087372,23.876245498657227,27.390451431274414,train
1,59.536533,7.268367,-4026.166748046875,0.011566310189664364,25.579879760742188,28.285737991333008,test
1,59.536533,7.268367,-4026.166748046875,0.011566310189664364,25.579879760742188,28.285737991333008,train
1,56.721067,6.972467,-4674,0.04881136864423752,24.21456527709961,27.760414123535156,train
1,56.721067,6.972467,-4674,0.04881136864423752,24.21456527709961,27.760414123535156,train
1,49.838333,1.067067,-4666.27783203125,0.07380954176187515,18.485376358032227,27.398696899414062,train
1,49.838333,1.067067,-4666.27783203125,0.07380954176187515,18.485376358032227,27.398696899414062,train
1,52.888733,3.519867,-5127.77783203125,0.12137211859226227,20.342782974243164,27.637571334838867,train
1,51.234833,3.4528,-5056.83349609375,0.053825221955776215,20.245868682861328,27.401905059814453,train
1,48.9055,1.586833,-4638.638671875,0.07547599077224731,20.300878524780273,27.274328231811523,train
1,48.9055,1.586833,-4638.638671875,0.07547599077224731,20.300878524780273,27.274328231811523,train
1,47.368967,0.6539,-4249.638671875,0.03499085083603859,19.829553604125977,27.204557418823242,train
1,47.368967,0.6539,-4249.638671875,0.03499085083603859,19.829553604125977,27.204557418823242,train
1,47.368967,0.6539,-4249.638671875,0.03499085083603859,19.829553604125977,27.204557418823242,train
1,47.368967,0.6539,-4249.638671875,0.03499085083603859,19.829553604125977,27.204557418823242,test
1,47.368967,0.6539,-4249.638671875,0.03499085083603859,19.829553604125977,27.204557418823242,train
1,45.989233,-0.3018,-4171.9443359375,0.16638965904712677,18.73378562927246,27.176219940185547,train
1,45.721067,-1.486233,-4377.5556640625,0.19837161898612976,17.90452003479004,27.26736831665039,train
1,50.1509,-0.268267,-5085.6943359375,0.1274445503950119,17.480674743652344,27.626577377319336,test
1,50.1509,-0.268267,-5085.6943359375,0.1274445503950119,17.480674743652344,27.626577377319336,train
1,53.788133,-0.167667,-4800.861328125,0.10793910175561905,17.540809631347656,28.167219161987305,train
1,53.788133,-0.167667,-4800.861328125,0.10793910175561905,17.540809631347656,28.167219161987305,train
1,53.9055,-3.268267,-3128.111083984375,0.17879977822303772,19.49199676513672,28.241975784301758,train
1,53.4024,-0.4024,-4909.91650390625,0.10281156003475189,17.479646682739258,28.131689071655273,train
1,54.217967,4.6036,-5117.72216796875,0.1190679743885994,21.75534439086914,27.705236434936523,test
1,49.7043,-2.6539,-5061.25,0.06364090740680695,17.358034133911133,27.808246612548828,train
1,49.7043,-2.6539,-5061.25,0.06364090740680695,17.358034133911133,27.808246612548828,test
1,49.7043,-2.6539,-5061.25,0.06364090740680695,17.358034133911133,27.808246612548828,train
1,49.7043,-2.6539,-5061.25,0.06364090740680695,17.358034133911133,27.808246612548828,test
1,49.7043,-2.6539,-5061.25,0.06364090740680695,17.358034133911133,27.808246612548828,train
1,49.7043,-2.6539,-5061.25,0.06364090740680695,17.358034133911133,27.808246612548828,train
1,47.20125,-4.285113,-4868.58349609375,0.14800937473773956,20.78400230407715,27.726146697998047,test
1,56.821617,2.134203,-4722.83349609375,0.1045263484120369,19.919296264648438,28.592418670654297,train
1,56.234743,2.20123,-4712.388671875,0.09641296416521072,19.887361526489258,28.49461555480957,train
1,58.318617,1.8551,-4604.72216796875,0.13172374665737152,19.905792236328125,28.804874420166016,train
1,58.318617,1.8551,-4604.72216796875,0.13172374665737152,19.905792236328125,28.804874420166016,test
1,57.721067,2.0001,-4698.25,0.11878515034914017,20.010150909423828,28.730026245117188,test
1,55.167767,-1.067067,-4682.72216796875,0.08474486321210861,17.595726013183594,28.44346046447754,train
1,54.35213,-1.10061,-4614.08349609375,0.07511185109615326,17.47982406616211,28.336645126342773,test
1,57.35214,-2.335403,-4289.6943359375,0.1632288098335266,18.00126838684082,28.659385681152344,train
1,57.35214,-2.335403,-4289.6943359375,0.1632288098335266,18.00126838684082,28.659385681152344,train
1,58,-3.40244,-4138.388671875,0.30480387806892395,19.074316024780273,28.569766998291016,train
1,58.737803,-4.385673,-4222.16650390625,0.25959235429763794,19.12916374206543,28.39142608642578,train
1,58.737803,-4.385673,-4222.16650390625,0.25959235429763794,19.12916374206543,28.39142608642578,train
1,58.737803,-4.385673,-4222.16650390625,0.25959235429763794,19.12916374206543,28.39142608642578,train
1,59.838413,-0.637183,-4496.5556640625,0.09574288129806519,18.47746467590332,29.025617599487305,train
1,57.368967,1.218067,-4507.861328125,0.14678193628787994,19.619178771972656,28.72016143798828,test
1,56.989233,1.938933,-4610.83349609375,0.11736534535884857,19.841442108154297,28.63280487060547,train
1,56.9558,2.620367,-4551,0.08601150661706924,20.18488121032715,28.564746856689453,test
1,56.9558,2.620367,-4551,0.08601150661706924,20.18488121032715,28.564746856689453,train
1,56.9558,2.620367,-4551,0.08601150661706924,20.18488121032715,28.564746856689453,test
1,56.9558,2.620367,-4551,0.08601150661706924,20.18488121032715,28.564746856689453,train
1,57.570067,4.838433,-4751.77783203125,0.05775166675448418,22.834028244018555,28.379419326782227,train
1,57.570067,4.838433,-4751.77783203125,0.05775166675448418,22.834028244018555,28.379419326782227,train
1,56.80485,5.436033,-4991.888671875,0.04465615004301071,22.873035430908203,28.059682846069336,train
1,56.80485,5.436033,-4991.888671875,0.04465615004301071,22.873035430908203,28.059682846069336,train
1,55.80484,4.838343,-4588.9443359375,0.03137258067727089,21.66863250732422,27.945703506469727,train
1,55.80484,4.838343,-4588.9443359375,0.03137258067727089,21.66863250732422,27.945703506469727,train
1,55.80484,4.838343,-4588.9443359375,0.03137258067727089,21.66863250732422,27.945703506469727,train
