gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
919317192	66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2	diveboard:140919_213834_0	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus (Poey, 1861)		US	Mala Pier		PRESENT		1989b627-2a61-44db-83e4-392efc5da0a9	20.8857	-156.688	100.0		0.0	0.0	4.18	4.18	2014-06-02T14:58Z	2	6	2014	2418052	2418052	HUMAN_OBSERVATION	Diveboard	Diveboard	diveboard:140919_213834_0		Rdv	2014-06-02T00:00:00	CC_BY_NC_4_0	Diveboard	Rdv			2024-01-24T19:13:53.056Z		COORDINATE_REPROJECTION_SUSPICIOUS;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
911440686	66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2	diveboard:129115_213834_0	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus (Poey, 1861)		MV	Filitheyo House Reef		PRESENT		1989b627-2a61-44db-83e4-392efc5da0a9	3.21529	73.0368	100.0		0.0	0.0	9.0	9.0	2014-04-12T14:30Z	12	4	2014	2418052	2418052	HUMAN_OBSERVATION	Diveboard	Diveboard	diveboard:129115_213834_0		Miss Mobula	2014-04-12T00:00:00	CC_BY_NC_4_0	Diveboard	Miss Mobula			2024-01-24T19:14:04.452Z		COORDINATE_REPROJECTION_SUSPICIOUS;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
911440138	66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2	diveboard:129116_213834_0	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus (Poey, 1861)		MV	Filitheyo House Reef		PRESENT		1989b627-2a61-44db-83e4-392efc5da0a9	3.21529	73.0368	100.0		0.0	0.0	15.0	15.0	2014-04-13T14:30Z	13	4	2014	2418052	2418052	HUMAN_OBSERVATION	Diveboard	Diveboard	diveboard:129116_213834_0		Miss Mobula	2014-04-13T00:00:00	CC_BY_NC_4_0	Diveboard	Miss Mobula			2024-01-24T19:13:56.231Z		COORDINATE_REPROJECTION_SUSPICIOUS;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
90122494	8598edb6-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus	Poey	MG	Madagascar Island		PRESENT		ff6a9550-c5c3-11d9-b4b2-b8a03c50a862	-20.383333	44.216666											2418052	2418052	OCCURRENCE	NCL	INDOBIS-DATASET1	39839				CC_BY_4_0					2024-02-23T11:02:53.543Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID
893351722	66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2	diveboard:117575_213834_0	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus (Poey, 1861)		US	Molokini Crater		PRESENT		1989b627-2a61-44db-83e4-392efc5da0a9	20.6336	-156.497	100.0		0.0	0.0	12.5	12.5	2013-03-15T07:18Z	15	3	2013	2418052	2418052	HUMAN_OBSERVATION	Diveboard	Diveboard	diveboard:117575_213834_0		Milan Sreckovic	2013-03-15T00:00:00	CC_BY_NC_4_0	Diveboard	Milan Sreckovic			2024-01-24T19:14:01.503Z		COORDINATE_REPROJECTION_SUSPICIOUS;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
893351717	66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2	diveboard:117574_213834_0	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus (Poey, 1861)		US	Makena Landing		PRESENT		1989b627-2a61-44db-83e4-392efc5da0a9	20.654	-156.441	100.0		0.0	0.0	4.0	4.0	2013-03-13T10:23Z	13	3	2013	2418052	2418052	HUMAN_OBSERVATION	Diveboard	Diveboard	diveboard:117574_213834_0		Milan Sreckovic	2013-03-13T00:00:00	CC_BY_NC_4_0	Diveboard	Milan Sreckovic			2024-01-24T19:13:58.387Z		COORDINATE_REPROJECTION_SUSPICIOUS;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
893351692	66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2	diveboard:117573_213834_0	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus (Poey, 1861)		US	Makena Landing		PRESENT		1989b627-2a61-44db-83e4-392efc5da0a9	20.654	-156.441	100.0		0.0	0.0	5.0	5.0	2013-03-13T09:03Z	13	3	2013	2418052	2418052	HUMAN_OBSERVATION	Diveboard	Diveboard	diveboard:117573_213834_0		Milan Sreckovic	2013-03-13T00:00:00	CC_BY_NC_4_0	Diveboard	Milan Sreckovic			2024-01-24T19:14:03.578Z		COORDINATE_REPROJECTION_SUSPICIOUS;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
890045938	66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2	diveboard:113600_213834_0	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus (Poey, 1861)		MV	Bandos Rock		PRESENT		1989b627-2a61-44db-83e4-392efc5da0a9	4.27244	73.4927	100.0		0.0	0.0	10.645	10.645	2014-01-08T09:46Z	8	1	2014	2418052	2418052	HUMAN_OBSERVATION	Diveboard	Diveboard	diveboard:113600_213834_0		Nidal	2014-01-08T00:00:00	CC_BY_NC_4_0	Diveboard	Nidal			2024-01-24T19:14:01.535Z		COORDINATE_REPROJECTION_SUSPICIOUS;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
890045785	66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2	diveboard:114081_213834_0	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus (Poey, 1861)		US	Big Arch		PRESENT		1989b627-2a61-44db-83e4-392efc5da0a9	19.6896	-156.039	100.0		0.0	0.0	7.47	7.47	2014-01-18T11:30Z	18	1	2014	2418052	2418052	HUMAN_OBSERVATION	Diveboard	Diveboard	diveboard:114081_213834_0		Kenny Hall	2014-01-18T00:00:00	CC_BY_NC_4_0	Diveboard	Kenny Hall			2024-01-24T19:13:55.451Z		COORDINATE_REPROJECTION_SUSPICIOUS;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
890045672	66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2	diveboard:111022_213834_0	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus (Poey, 1861)		US	Magic Island		PRESENT		1989b627-2a61-44db-83e4-392efc5da0a9	21.283	-157.846	100.0		0.0	0.0	4.51	4.51	2013-12-31T15:59Z	31	12	2013	2418052	2418052	HUMAN_OBSERVATION	Diveboard	Diveboard	diveboard:111022_213834_0		Jamie M	2013-12-31T00:00:00	CC_BY_NC_4_0	Diveboard	Jamie M			2024-01-24T19:14:03.219Z		COORDINATE_REPROJECTION_SUSPICIOUS;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
866342891	66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2	diveboard:104460_213834_0	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus (Poey, 1861)		US	Reef's End		PRESENT		1989b627-2a61-44db-83e4-392efc5da0a9	20.6338	-156.497	100.0		0.0	0.0	12.33	12.33	2013-11-19T06:55Z	19	11	2013	2418052	2418052	HUMAN_OBSERVATION	Diveboard	Diveboard	diveboard:104460_213834_0		Paolo Hutchison	2013-11-19T00:00:00	CC_BY_NC_4_0	Diveboard	Paolo Hutchison			2024-01-24T19:13:48.035Z		COORDINATE_REPROJECTION_SUSPICIOUS;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
866342889	66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2	diveboard:104133_213834_0	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus (Poey, 1861)		MV	Bathalaa Maagaa Kan Thila		PRESENT		1989b627-2a61-44db-83e4-392efc5da0a9	4.06078	72.9576	100.0		0.0	0.0	12.0	12.0	2013-11-08T07:19Z	8	11	2013	2418052	2418052	HUMAN_OBSERVATION	Diveboard	Diveboard	diveboard:104133_213834_0		Agord	2013-11-08T00:00:00	CC_BY_NC_4_0	Diveboard	Agord			2024-01-24T19:13:56.147Z		COORDINATE_REPROJECTION_SUSPICIOUS;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
866342879	66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2	diveboard:104128_213834_0	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus (Poey, 1861)		MV	Moofushi Channel		PRESENT		1989b627-2a61-44db-83e4-392efc5da0a9	3.88565	72.7274	100.0		0.0	0.0	16.0	16.0	2013-11-06T10:43Z	6	11	2013	2418052	2418052	HUMAN_OBSERVATION	Diveboard	Diveboard	diveboard:104128_213834_0		Agord	2013-11-06T00:00:00	CC_BY_NC_4_0	Diveboard	Agord			2024-01-24T19:14:00.714Z		COORDINATE_REPROJECTION_SUSPICIOUS;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
866342878	66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2	diveboard:104130_213834_0	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus (Poey, 1861)		MV	Fish Head Mushi Mas Mingili Thila		PRESENT		1989b627-2a61-44db-83e4-392efc5da0a9	3.94229	72.9122	100.0		0.0	0.0	15.0	15.0	2013-11-07T07:17Z	7	11	2013	2418052	2418052	HUMAN_OBSERVATION	Diveboard	Diveboard	diveboard:104130_213834_0		Agord	2013-11-07T00:00:00	CC_BY_NC_4_0	Diveboard	Agord			2024-01-24T19:13:56.612Z		COORDINATE_REPROJECTION_SUSPICIOUS;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
866342577	66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2	diveboard:101844_213834_0	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus (Poey, 1861)		US	Molokini Crater		PRESENT		1989b627-2a61-44db-83e4-392efc5da0a9	20.6336	-156.497	100.0		0.0	0.0	9.905	9.905	2013-11-09T07:45Z	9	11	2013	2418052	2418052	HUMAN_OBSERVATION	Diveboard	Diveboard	diveboard:101844_213834_0		Anonymous	2013-11-09T00:00:00	CC_BY_NC_4_0	Diveboard	Anonymous			2024-01-24T19:13:54.486Z		COORDINATE_REPROJECTION_SUSPICIOUS;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
864620048	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:ZMH 2144	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus	(Poey, 1861)		5°N 20°W		PRESENT	1	192a9ab0-5565-11d8-b290-b8a03c50a862													2418052	2418052	PRESERVED_SPECIMEN	FishBase	Occurrence	ZMH 2144				CC_BY_NC_4_0		Museum Godeffroy 1886			2024-01-25T05:40:20.717Z		MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
864620026	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:ZMH 2143	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus	(Poey, 1861)		5°N 20° W		PRESENT	1	192a9ab0-5565-11d8-b290-b8a03c50a862													2418052	2418052	PRESERVED_SPECIMEN	FishBase	Occurrence	ZMH 2143				CC_BY_NC_4_0		Museum Godeffroy 1877			2024-01-25T05:40:20.715Z		MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
864620010	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:ZMH 2142	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus	(Poey, 1861)				PRESENT	1	192a9ab0-5565-11d8-b290-b8a03c50a862									1899-02-17	17	2	1899	2418052	2418052	PRESERVED_SPECIMEN	FishBase	Occurrence	ZMH 2142				CC_BY_NC_4_0		Schiffergesellschaft Hamburg ded. 17.II.1899			2024-01-25T05:40:20.111Z		MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
864619981	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:ZMH 2148	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus	(Poey, 1861)		40°S 52°W		PRESENT	2	192a9ab0-5565-11d8-b290-b8a03c50a862									1913-04-09	9	4	1913	2418052	2418052	PRESERVED_SPECIMEN	FishBase	Occurrence	ZMH 2148				CC_BY_NC_4_0		Miethe ded. 4.IX.1913			2024-01-25T05:40:13.173Z		MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
864614593	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:ZMH 10185	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus	(Poey, 1861)		5°N 20°W		PRESENT	1	192a9ab0-5565-11d8-b290-b8a03c50a862													2418052	2418052	PRESERVED_SPECIMEN	FishBase	Occurrence	ZMH 10185				CC_BY_NC_4_0		Museum Godeffroy 1877			2024-01-25T05:40:20.862Z		MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
864614558	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:ZMH 10186	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus	(Poey, 1861)				PRESENT	1	192a9ab0-5565-11d8-b290-b8a03c50a862													2418052	2418052	PRESERVED_SPECIMEN	FishBase	Occurrence	ZMH 10186				CC_BY_NC_4_0					2024-01-25T05:40:14.291Z		MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
864586835	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:SIO 79-217	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus	(Poey, 1861)				PRESENT		192a9ab0-5565-11d8-b290-b8a03c50a862									1972-04-24	24	4	1972	2418052	2418052	PRESERVED_SPECIMEN	FishBase	Occurrence	SIO 79-217				CC_BY_NC_4_0		CW Oliver			2024-01-25T05:40:23.842Z		MODIFIED_DATE_INVALID;INSTITUTION_MATCH_NONE
864585352	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:SIO 63-572	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus	(Poey, 1861)		over Mid-Atlantic Ridge		PRESENT		192a9ab0-5565-11d8-b290-b8a03c50a862									1963-07-22	22	7	1963	2418052	2418052	PRESERVED_SPECIMEN	FishBase	Occurrence	SIO 63-572				CC_BY_NC_4_0		ML Waterson			2024-01-25T05:40:16.392Z		MODIFIED_DATE_INVALID;INSTITUTION_MATCH_NONE
864487023	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:MOVI 36559	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus	(Poey, 1861)				PRESENT	1	192a9ab0-5565-11d8-b290-b8a03c50a862	-21.433333	-25.033333					45.0	15.0	2004-03-29	29	3	2004	2418052	2418052	PRESERVED_SPECIMEN	FishBase	Occurrence	MOVI 36559		J.M.R. Soto		CC_BY_NC_4_0		J.C. Dias			2024-01-25T05:40:16.547Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
864486221	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:MOVI 16234	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus	(Poey, 1861)	BR		Sc	PRESENT	1	192a9ab0-5565-11d8-b290-b8a03c50a862							35.0	15.0	2000-08-24	24	8	2000	2418052	2418052	PRESERVED_SPECIMEN	FishBase	Occurrence	MOVI 16234		J.M.R. Soto		CC_BY_NC_4_0		E.B. Miranda			2024-01-25T05:40:22.637Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
864485842	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:MOVI 05586	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus	(Poey, 1861)	BR			PRESENT	1	192a9ab0-5565-11d8-b290-b8a03c50a862													2418052	2418052	PRESERVED_SPECIMEN	FishBase	Occurrence	MOVI 05586		J.M.R. Soto		CC_BY_NC_4_0		A.F. Amorim			2024-01-25T05:40:23.497Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
864481013	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:ISH 62-1951	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus	(Poey, 1861)	EC			PRESENT	2	192a9ab0-5565-11d8-b290-b8a03c50a862	-1.583333	-81.666667							1951-11-15	15	11	1951	2418052	2418052	PRESERVED_SPECIMEN	FishBase	Occurrence	ISH 62-1951		Dr. G. Krefft		CC_BY_NC_4_0		Dr. G. Krefft			2024-01-25T05:40:17.110Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
864480856	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:ISH 61-1951	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus	(Poey, 1861)	EC			PRESENT	2	192a9ab0-5565-11d8-b290-b8a03c50a862	-1.583333	-81.666667							1951-11-15	15	11	1951	2418052	2418052	PRESERVED_SPECIMEN	FishBase	Occurrence	ISH 61-1951		Dr. G. Krefft		CC_BY_NC_4_0		Dr. G. Krefft			2024-01-25T05:40:24.372Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
864477934	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:ISH 4-1951	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus	(Poey, 1861)	PE			PRESENT	1	192a9ab0-5565-11d8-b290-b8a03c50a862	-5.466667	-82.233333							1951-10-21	21	10	1951	2418052	2418052	PRESERVED_SPECIMEN	FishBase	Occurrence	ISH 4-1951		Dr. G. Krefft		CC_BY_NC_4_0		Dr. G. Krefft			2024-01-25T05:40:16.550Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
864464997	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:ISH 1156-1974	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus	(Poey, 1861)				PRESENT	2	192a9ab0-5565-11d8-b290-b8a03c50a862									1974-08-06	6	8	1974	2418052	2418052	PRESERVED_SPECIMEN	FishBase	Occurrence	ISH 1156-1974		Dr. A. Post		CC_BY_NC_4_0		GATE-Expedition			2024-01-25T05:40:24.602Z		MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
864300278	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:AMNH 89257	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus	(Poey, 1861)		NIHOA ISLAND		PRESENT	1	192a9ab0-5565-11d8-b290-b8a03c50a862									1987-12-03	3	12	1987	2418052	2418052	PRESERVED_SPECIMEN	FishBase	Occurrence	AMNH 89257		G.J.P. NAYLOR		CC_BY_NC_4_0		E. SCHELLENBURGER/G.J.P. NAYLOR			2024-01-25T05:40:22.139Z		MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
864300227	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:AMNH 89261	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus	(Poey, 1861)	US			PRESENT	1	192a9ab0-5565-11d8-b290-b8a03c50a862	19.166667	-160.85							1987-12-12	12	12	1987	2418052	2418052	PRESERVED_SPECIMEN	FishBase	Occurrence	AMNH 89261		G.J.P. NAYLOR		CC_BY_NC_4_0		E. SCHELLENBURGER/G.J.P. NAYLOR			2024-01-25T05:40:21.145Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
864300219	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:AMNH 89260	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus		SPECIES	Carcharhinus longimanus (Poey, 1861)	Carcharhinus longimanus	(Poey, 1861)	US			PRESENT	1	192a9ab0-5565-11d8-b290-b8a03c50a862	19.166667	-160.85							1987-12-12	12	12	1987	2418052	2418052	PRESERVED_SPECIMEN	FishBase	Occurrence	AMNH 89260		G.J.P. NAYLOR		CC_BY_NC_4_0		E. SCHELLENBURGER/G.J.P. NAYLOR			2024-01-25T05:40:14.728Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
