id,rep,date,lon,lat,type,test_train
M-111,0,2018-04-15T22:00:00Z,73.34906659999997,2.3932833300000453,pseudo-absence,train
M-111,0,2018-04-17T22:00:00Z,73.38761811049294,2.3116614088085767,pseudo-absence,train
M-111,0,2018-04-19T22:00:00Z,73.32577472786816,2.39986582513492,pseudo-absence,test
M-111,0,2018-04-21T22:00:00Z,73.16962394282477,3.078954383752718,pseudo-absence,train
M-111,0,2018-04-23T22:00:00Z,72.95409083514552,3.214253281294643,pseudo-absence,train
M-111,0,2018-04-25T22:00:00Z,72.89315094442115,3.6678476380628857,pseudo-absence,test
M-111,0,2018-04-27T22:00:00Z,73.23327942199475,3.786805079814663,pseudo-absence,train
M-111,0,2018-04-29T22:00:00Z,72.7842166627553,3.4268682976766516,pseudo-absence,train
M-111,0,2018-05-01T22:00:00Z,72.83945500524676,3.4625145309171015,pseudo-absence,test
M-111,2,2018-04-16T22:00:00Z,73.19984769912057,2.350933738408986,pseudo-absence,test
M-111,2,2018-04-18T22:00:00Z,72.71172597097866,2.726002217694698,pseudo-absence,train
M-111,2,2018-04-20T22:00:00Z,72.55247686784519,2.2215316799377836,pseudo-absence,test
M-111,2,2018-04-22T22:00:00Z,72.80634742948628,2.083112948974682,pseudo-absence,train
M-111,2,2018-04-24T22:00:00Z,72.99171963586014,1.896068593100845,pseudo-absence,train
M-111,2,2018-04-26T22:00:00Z,72.9395943857385,2.471647325465121,pseudo-absence,train
M-111,2,2018-04-28T22:00:00Z,72.97728708930151,2.661665071659399,pseudo-absence,train
M-111,2,2018-04-30T22:00:00Z,72.99975684671047,2.1554061003082245,pseudo-absence,train
M-111,3,2018-04-15T22:00:00Z,73.34906659999997,2.3932833300000453,pseudo-absence,train
M-111,3,2018-04-17T22:00:00Z,73.5205141348623,2.476269370217403,pseudo-absence,train
M-111,3,2018-04-19T22:00:00Z,73.2154785136741,2.5542984490569864,pseudo-absence,test
M-111,3,2018-04-21T22:00:00Z,72.88798113805915,2.927924953129248,pseudo-absence,test
M-111,3,2018-04-23T22:00:00Z,72.43580881170148,2.4879196827809555,pseudo-absence,train
M-111,3,2018-04-25T22:00:00Z,72.16196509596396,2.068441403287137,pseudo-absence,train
M-111,3,2018-04-27T22:00:00Z,71.94502922287712,1.7574579389674008,pseudo-absence,train
M-111,3,2018-04-29T22:00:00Z,71.73371434388118,1.7623498809751463,pseudo-absence,train
M-111,3,2018-05-01T22:00:00Z,71.96471128302619,1.839441875588944,pseudo-absence,train
M-111,5,2018-04-16T22:00:00Z,73.30199414904547,2.558318576746723,pseudo-absence,test
M-111,5,2018-04-18T22:00:00Z,73.46827713005467,2.497410683461329,pseudo-absence,train
M-111,5,2018-04-20T22:00:00Z,73.07435477968151,2.8053865826134228,pseudo-absence,train
M-111,5,2018-04-22T22:00:00Z,72.85528533090394,3.2296311500610235,pseudo-absence,train
M-111,5,2018-04-24T22:00:00Z,72.8899585261968,2.9651157582997163,pseudo-absence,train
M-111,5,2018-04-26T22:00:00Z,72.89848229592404,3.393991728256142,pseudo-absence,train
M-111,5,2018-04-28T22:00:00Z,72.5847367950966,3.1287209969870733,pseudo-absence,train
M-111,5,2018-04-30T22:00:00Z,72.70101726281132,3.357319960407723,pseudo-absence,train
M-111,6,2018-04-15T22:00:00Z,73.34906659999997,2.3932833300000453,pseudo-absence,test
M-111,6,2018-04-17T22:00:00Z,73.1834645016565,2.55230097241882,pseudo-absence,train
M-111,6,2018-04-19T22:00:00Z,73.17546716978258,2.258546168568164,pseudo-absence,train
M-111,6,2018-04-21T22:00:00Z,72.9609575812199,2.2071361833199945,pseudo-absence,test
M-111,6,2018-04-23T22:00:00Z,72.72152240505623,2.160894195675413,pseudo-absence,test
M-111,6,2018-04-25T22:00:00Z,72.87295824170529,2.5594525161557757,pseudo-absence,train
M-111,6,2018-04-27T22:00:00Z,73.00814567685879,2.929978993106531,pseudo-absence,train
M-111,6,2018-04-29T22:00:00Z,72.96715398599899,2.8266438040404682,pseudo-absence,train
M-111,6,2018-05-01T22:00:00Z,72.81015286048573,3.047214612672831,pseudo-absence,test
M-111,7,2018-04-16T22:00:00Z,73.46023863720171,2.2946690139158714,pseudo-absence,train
M-111,7,2018-04-18T22:00:00Z,73.66165299167609,2.4272512507489243,pseudo-absence,train
M-111,7,2018-04-20T22:00:00Z,73.65905940067243,2.4633785517855777,pseudo-absence,test
M-111,7,2018-04-22T22:00:00Z,73.41088441213083,2.614430038085951,pseudo-absence,train
M-111,7,2018-04-24T22:00:00Z,73.225736169613,3.039170926309437,pseudo-absence,train
M-111,7,2018-04-26T22:00:00Z,73.51992681154705,3.4222858135022745,pseudo-absence,train
M-111,7,2018-04-28T22:00:00Z,73.50934456374654,3.68592583636064,pseudo-absence,train
M-111,7,2018-04-30T22:00:00Z,73.71159979224304,3.7602603045354375,pseudo-absence,train
M-111,13,2018-04-15T22:00:00Z,73.34906659999997,2.3932833300000453,pseudo-absence,train
M-111,13,2018-04-17T22:00:00Z,73.50249188314515,2.5687458292733525,pseudo-absence,train
M-111,13,2018-04-19T22:00:00Z,73.64659511008423,2.3604291641861312,pseudo-absence,test
M-111,13,2018-04-21T22:00:00Z,73.23959843210886,1.9817251263922584,pseudo-absence,train
M-111,13,2018-04-23T22:00:00Z,73.39242334438609,1.704521873685356,pseudo-absence,train
M-111,13,2018-04-25T22:00:00Z,73.19090387671608,1.8827469668719836,pseudo-absence,test
M-111,13,2018-04-27T22:00:00Z,72.99233877920553,2.0038477947538205,pseudo-absence,train
M-111,13,2018-04-29T22:00:00Z,73.18463454409253,1.735470640997201,pseudo-absence,train
M-111,13,2018-05-01T22:00:00Z,73.44612555042562,1.9188116286639072,pseudo-absence,train
M-111,14,2018-04-16T22:00:00Z,73.24529677348221,2.614438390944007,pseudo-absence,train
M-111,14,2018-04-18T22:00:00Z,72.72952610451742,2.7085578707306097,pseudo-absence,train
M-111,14,2018-04-20T22:00:00Z,72.19392059036998,2.5383097001156747,pseudo-absence,train
M-111,14,2018-04-22T22:00:00Z,72.45311192050637,2.8619738318496393,pseudo-absence,train
M-111,14,2018-04-24T22:00:00Z,72.449877760863,2.64004757863055,pseudo-absence,train
M-111,14,2018-04-26T22:00:00Z,72.34729791192522,2.3150037357412705,pseudo-absence,train
M-111,14,2018-04-28T22:00:00Z,72.35706881951567,2.3575667224622254,pseudo-absence,train
M-111,14,2018-04-30T22:00:00Z,72.32643022536398,1.96387214873884,pseudo-absence,train
M-111,15,2018-04-15T22:00:00Z,73.34906659999997,2.3932833300000453,pseudo-absence,train
M-111,15,2018-04-17T22:00:00Z,73.37671449737232,2.426152516235316,pseudo-absence,train
M-111,15,2018-04-19T22:00:00Z,73.55306689444737,2.502200481751944,pseudo-absence,train
M-111,15,2018-04-21T22:00:00Z,73.79576647432589,2.092689683422421,pseudo-absence,test
M-111,15,2018-04-23T22:00:00Z,74.04617676869016,1.996894439612956,pseudo-absence,train
M-111,15,2018-04-25T22:00:00Z,73.4904754034231,2.1135908776109753,pseudo-absence,train
M-111,15,2018-04-27T22:00:00Z,73.51840919751595,2.4285808155902213,pseudo-absence,train
M-111,15,2018-04-29T22:00:00Z,73.26268021430094,1.989178458748346,pseudo-absence,test
M-111,15,2018-05-01T22:00:00Z,73.23281277246518,1.4496118494205312,pseudo-absence,train
M-111,16,2018-04-16T22:00:00Z,73.32325184062972,2.103811525358851,pseudo-absence,train
M-111,16,2018-04-18T22:00:00Z,73.5577977951068,2.0454731603648617,pseudo-absence,train
M-111,16,2018-04-20T22:00:00Z,73.37448491253541,2.484083136061499,pseudo-absence,train
M-111,16,2018-04-22T22:00:00Z,72.79484920257299,2.8311040853615657,pseudo-absence,train
M-111,16,2018-04-24T22:00:00Z,72.21835242215707,2.7957224209177984,pseudo-absence,train
M-111,16,2018-04-26T22:00:00Z,72.27576163811847,2.809252236900734,pseudo-absence,test
M-111,16,2018-04-28T22:00:00Z,72.26783273600839,3.043275777436406,pseudo-absence,train
M-111,16,2018-04-30T22:00:00Z,72.26351830826088,3.0901021081495794,pseudo-absence,train
M-111,18,2018-04-15T22:00:00Z,73.34906659999997,2.3932833300000453,pseudo-absence,train
M-111,18,2018-04-17T22:00:00Z,73.04658100548947,2.228538982266165,pseudo-absence,train
M-111,18,2018-04-19T22:00:00Z,72.59427610590595,1.7479027702048455,pseudo-absence,train
M-111,18,2018-04-21T22:00:00Z,72.08017066313093,1.9441559912858688,pseudo-absence,train
M-111,18,2018-04-23T22:00:00Z,72.29051999817413,2.105263935532496,pseudo-absence,train
M-111,18,2018-04-25T22:00:00Z,72.05141386007212,1.7959963211891885,pseudo-absence,train
M-111,18,2018-04-27T22:00:00Z,72.18167832588277,2.3260443362291325,pseudo-absence,test
M-111,18,2018-04-29T22:00:00Z,72.08486159405675,2.427209459263406,pseudo-absence,train
M-111,18,2018-05-01T22:00:00Z,71.84135333650396,1.8666306987251715,pseudo-absence,train
M-129,0,2017-12-08T21:00:00Z,73.3508666599997,2.3962666599995,pseudo-absence,train
M-129,0,2017-12-10T21:00:00Z,73.1662391348958,1.644113314440107,pseudo-absence,train
M-129,0,2017-12-12T21:00:00Z,73.55641785740234,1.8745754463063984,pseudo-absence,train
M-129,1,2017-12-09T21:00:00Z,73.29440435279123,2.4580244195984937,pseudo-absence,train
M-129,1,2017-12-11T21:00:00Z,73.58306727299032,1.9111548724844627,pseudo-absence,train
M-129,4,2017-12-08T21:00:00Z,73.3508666599997,2.3962666599995,pseudo-absence,train
M-129,4,2017-12-10T21:00:00Z,73.70515675762124,2.2195861993535115,pseudo-absence,train
M-129,4,2017-12-12T21:00:00Z,73.65530180757253,1.941070287900599,pseudo-absence,train
M-129,5,2017-12-09T21:00:00Z,73.38377961621894,2.3052632647009297,pseudo-absence,test
M-129,5,2017-12-11T21:00:00Z,73.48660969175299,2.098732002991415,pseudo-absence,train
M-129,6,2017-12-08T21:00:00Z,73.3508666599997,2.3962666599995,pseudo-absence,train
M-129,6,2017-12-10T21:00:00Z,73.35986573415953,2.144984662329572,pseudo-absence,test
M-129,6,2017-12-12T21:00:00Z,73.47223213597051,1.7089310392666264,pseudo-absence,train
M-129,8,2017-12-09T21:00:00Z,73.44798319275043,2.322731060264092,pseudo-absence,test
M-129,8,2017-12-11T21:00:00Z,73.58908154274191,2.560444631397035,pseudo-absence,train
M-129,11,2017-12-08T21:00:00Z,73.3508666599997,2.3962666599995,pseudo-absence,train
